Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,Subtitle_de,Subtitle_ru,Subtitle_pl,StartTime,EndTime,File_ID,utt_id,arousal_value,model_input
1833,OK.,Phoebe,neutral,neutral,183,15,2,4,O.k.,Давай.,Dobrze.,0 days 00:10:34.800000,0 days 00:10:36.801000,dia183_utt15.mp4,dia183_utt15,0.4797893167,<low_arousal> OK.
1834,"Um, now. Phoebs.",Duncan,neutral,neutral,183,16,2,4,"Ähm, du...",Сейчас.,"Teraz, Phoebs.",0 days 00:10:39.055000,0 days 00:10:40.764000,dia183_utt16.mp4,dia183_utt16,0.8549163342,"<high_arousal> Um, now. Phoebs."
1835,"Oh, right, OK. Ole.",Phoebe,neutral,neutral,183,17,2,4,"Ja, natürlich, ich verstehe.",Точно. Хорошо. Оле!,A tak! Dobrze. Ole,0 days 00:10:43.559000,0 days 00:10:45.685000,dia183_utt17.mp4,dia183_utt17,0.8195545077,"<high_arousal> Oh, right, OK. Ole."
1836,What?,Duncan,neutral,neutral,183,18,2,4,Was?,Что?,Co?,0 days 00:10:46.270000,0 days 00:10:48.980000,dia183_utt18.mp4,dia183_utt18,0.8381389976,<high_arousal> What?
1837,"Um, the matador. Ole, ha ha ha.",Phoebe,joy,positive,183,19,2,4,Du als Matador... Olé!,"Ну, ты же матадор, поэтому Оле!",Matador... Ole!,0 days 00:10:50.441000,0 days 00:10:58.281000,dia183_utt19.mp4,dia183_utt19,0.7408878207,"<high_arousal> Um, the matador. Ole, ha ha ha."
1838,"Ah, oh God. Oh, honey, oh that's OK.",Rachel,sadness,negative,207,0,2,15,Au! Ross. Ist doch nicht so schlimm.,Милый? Всё нормально.,"O, Boże! Kochanie, nie martw się.",0 days 00:20:46.328000,0 days 00:20:53.167000,dia207_utt0.mp4,dia207_utt0,0.7549438477,"<high_arousal> Ah, oh God. Oh, honey, oh that's OK."
2072,"What. Oh no, you just rolled over the juice box.",Ross,sadness,negative,207,1,2,15,"Ach so, nein, der Saftkarton ist nur kaputtgegangen.",Что? Ты раздавила пакет с соком.,"Co? O, nie. Przewróciłaś tylko sok.",0 days 00:20:53.418000,0 days 00:20:58.673000,dia207_utt1.mp4,dia207_utt1,0.5061553121,"<high_arousal> What. Oh no, you just rolled over the juice box."
2073,What’s that smell?,Phoebe,disgust,negative,220,0,2,1,,,Co to za zapach?,0 days 00:01:44.270000,0 days 00:05:39.338000,dia220_utt0.mp4,dia220_utt0,0.6244548559,<high_arousal> What’s that smell?
2177,I know!,Joey,anger,negative,220,1,2,1,,,"Tak, wiem.",0 days 00:05:39.505000,0 days 00:05:42.674000,dia220_utt1.mp4,dia220_utt1,0.6311448216,<high_arousal> I know!
2178,Whatever.,Joey,neutral,neutral,217,0,2,16,,,Bez znaczenia.,0 days 00:16:03.879000,0 days 00:16:04.963000,dia217_utt0.mp4,dia217_utt0,0.3195314407,<low_arousal> Whatever.
2190,"You know, I think I was sixteen.",Joey,neutral,neutral,230,0,2,1,"Weißt du was? Ich glaube, ich war doch erst 16.","Знаете, мне кажется, мне было всё-таки 16.","Wiesz, chyba jednak 16.",0 days 00:10:25.333000,0 days 00:10:28.126000,dia230_utt0.mp4,dia230_utt0,0.4094018638,"<low_arousal> You know, I think I was sixteen."
2259,"Please, just a little bit off the back.",Monica,neutral,neutral,230,1,2,1,Bitte! Du sollst doch nur hinten ein bisschen abschneiden.,"Пожалуйста, совсем немного с затылка.","Proszę, tylko trochę z tyłu.",0 days 00:10:30.254000,0 days 00:10:33.048000,dia230_utt1.mp4,dia230_utt1,0.7007761598,"<high_arousal> Please, just a little bit off the back."
2260,"I'm still on ""no.""",Phoebe,neutral,neutral,230,2,2,1,Nein! Ich hab Nein gesagt!,Я всё еще говорю «нет».,"Wciąż ""nie"".",0 days 00:10:33.215000,0 days 00:10:34.549000,dia230_utt2.mp4,dia230_utt2,0.4276087284,"<low_arousal> I'm still on ""no."""
2261,"Uh, morning. Do you guys think you could close your eyes for just a sec?",Rachel,neutral,neutral,230,3,2,1,Guten Morgen! Würdet ihr für eine Sekunde die Augen schließen?,Доброе утро. Не могли бы вы закрыть глаза на секунду?,Witajcie. Możecie zamknąć oczy na moment?,0 days 00:10:37.011000,0 days 00:10:41.097000,dia230_utt3.mp4,dia230_utt3,0.6485994458,"<high_arousal> Uh, morning. Do you guys think you could close your eyes for just a sec?"
2262,"No-no-no-no-no, I'm not fallin' for that again.",Joey,anger,negative,230,4,2,1,"Nein, Rachel, noch mal fall ich nicht darauf rein.",Нет. Я больше не поведусь на это.,O nie. Nie dam się nabrać drugi raz.,0 days 00:10:41.265000,0 days 00:10:44.434000,dia230_utt4.mp4,dia230_utt4,0.6384485364,"<high_arousal> No-no-no-no-no, I'm not fallin' for that again."
2263,What's goin' on?,Phoebe,neutral,neutral,230,5,2,1,"He, was ist denn los?",Что такое?,O co chodzi?,0 days 00:10:46.854000,0 days 00:10:47.996000,dia230_utt5.mp4,dia230_utt5,0.7792163491,<high_arousal> What's goin' on?
2264,"Well, I sorta did a stupid thing last night.",Rachel,neutral,neutral,230,6,2,1,"Ich hab gestern 'ne kleine Dummheit gemacht, wisst ihr?",Я совершила глупость прошлой ночью.,Chyba zrobiłam coś głupiego.,0 days 00:10:47.996000,0 days 00:10:50.162000,dia230_utt6.mp4,dia230_utt6,0.5382106304,"<high_arousal> Well, I sorta did a stupid thing last night."
2265,What stupid thing did you do?,Chandler,neutral,neutral,230,7,2,1,Was denn für 'ne Dummheit?,Какую еще глупость?,Co takiego?,0 days 00:10:50.274000,0 days 00:10:52.067000,dia230_utt7.mp4,dia230_utt7,0.5705754757,<high_arousal> What stupid thing did you do?
2266,Ewww!,Phoebe,disgust,negative,230,8,2,1,,,Ew!,0 days 00:10:54.278000,0 days 00:10:55.962000,dia230_utt8.mp4,dia230_utt8,,<low_arousal> Ewww!
2267,Hi everyone.,Ross,neutral,neutral,244,0,2,4,"Hallo, Leute.",Привет всем.,Cześć wszystkim.,0 days 00:11:21.347000,0 days 00:11:22.972000,dia244_utt0.mp4,dia244_utt0,0.6959187984,<high_arousal> Hi everyone.
2491,"I just, I wanted to thank you for our uh, our little talk before.",Ross,neutral,neutral,244,1,2,4,"Ich wollte mich noch bedanken, für unser kleines Gespräch vorhin.",Я хотел поблагодарить тебя за наш маленький разговор.,Chciałem podziękować ci za naszą rozmowę.,0 days 00:11:25.976000,0 days 00:11:29.270000,dia244_utt1.mp4,dia244_utt1,0.4071343541,"<low_arousal> I just, I wanted to thank you for our uh, our little talk before."
2492,"Well, I was going to, but after I talked to you, I talked to Joey.",Ross,neutral,neutral,244,3,2,4,Das wollt ich eigentlich. Aber nach dem Gespräch mit dir sprach ich mit Joey.,"Я так и хотел сделать, но после нашего разговора я поговорил с Джоуи.","Nie ma za co! A więc poczekasz z tym? Chciałem, ale pogadałem też z Joeyem.",0 days 00:11:33.192000,0 days 00:11:36.611000,dia244_utt3.mp4,dia244_utt3,0.4676466882,"<low_arousal> Well, I was going to, but after I talked to you, I talked to Joey."
2494,"What did, what did he say?",Rachel,fear,negative,244,4,2,4,"Gut, und was hat der liebe Joey gesagt?",Ясно. И что он сказал?,I co on powiedział?,0 days 00:11:41.409000,0 days 00:11:43.284000,dia244_utt4.mp4,dia244_utt4,0.75932616,"<high_arousal> What did, what did he say?"
2495,"Basically he told me to get over myself and just do it, ya know.",Ross,neutral,neutral,244,5,2,4,Ich soll mich überwinden und es einfach tun.,Вкратце он сказал переступить через себя и просто сделать это.,"Powiedział, żebym się przemógł.",0 days 00:11:43.494000,0 days 00:11:46.204000,dia244_utt5.mp4,dia244_utt5,0.4966792762,"<low_arousal> Basically he told me to get over myself and just do it, ya know."
2496,"So I though about what you said and I though about what he said and, well, his way I get to have sex tonight so.",Ross,neutral,neutral,244,6,2,4,"Ich hab sehr gründlich nachgedacht, was ihr beide mir sagtet. Und ich werde es heute Nacht wagen.","Я подумал о том, что ты сказала, и о том, что он сказал. И по его совету у меня будет секс уже сегодня вечером, так что...","Rozważyłem twoją radę i jego radę. I wyszło na to, że będę się dziś kochać. . .",0 days 00:11:46.997000,0 days 00:11:52.627000,dia244_utt6.mp4,dia244_utt6,0.456790477,"<low_arousal> So I though about what you said and I though about what he said and, well, his way I get to have sex tonight so."
2497,"So um, so what's up, you came to see me yesterday.",Phoebe,joy,positive,256,0,2,4,"Was ist los? Ich hab gestern gehört, dass du mich besuchen wolltest.","Ну что, как поживаешь? Ты вчера приходил ко мне.",No i co? Byłeś u mnie wczoraj.,0 days 00:13:52.248000,0 days 00:13:55.250000,dia256_utt0.mp4,dia256_utt0,0.7878900766,"<high_arousal> So um, so what's up, you came to see me yesterday."
2546,"Oh, yeah, um, alright, I kinda need a divorce.",Duncan,neutral,neutral,256,1,2,4,O.k. Ich wollte die Scheidung einreichen.,Да. Я просто скажу это. Мне нужен развод.,Potrzebuję rozwodu.,0 days 00:13:55.543000,0 days 00:14:03.383000,dia256_utt1.mp4,dia256_utt1,0.5204672217,"<high_arousal> Oh, yeah, um, alright, I kinda need a divorce."
2547,"Oh, yeah, yeah, sure. We live in the building by the uh sidewalk.",Joey,neutral,neutral,257,0,2,6,Wir wohnen da drüben in dem Haus.,Мы живем в доме у тротуара.,Tak. W tym budynku koło chodnika.,0 days 00:11:28.479000,0 days 00:11:32.399000,dia257_utt0.mp4,dia257_utt0,0.7687128186,"<high_arousal> Oh, yeah, yeah, sure. We live in the building by the uh sidewalk."
2548,You know it?,Chandler,surprise,negative,257,1,2,6,Kennen Sie das Haus?,"Знаете, где это?","Wiecie, który to?",0 days 00:11:34.610000,0 days 00:11:35.860000,dia257_utt1.mp4,dia257_utt1,0.7607187033,<high_arousal> You know it?
2549,"Hey, look, since we're neighbors and all, what do you say we uh, get together for a drink?",Joey,neutral,neutral,257,2,2,6,"Wenn wir schon Nachbarn sind, können wir doch was trinken gehen.","Раз мы соседи, может, пойдем вместе выпьем?","Skoro jesteśmy sąsiadami, to może skoczymy razem na drinka?",0 days 00:11:36.737000,0 days 00:11:41.533000,dia257_utt2.mp4,dia257_utt2,0.7946103811,"<high_arousal> Hey, look, since we're neighbors and all, what do you say we uh, get together for a drink?"
2550,"Oh, sure, they love us over there.",Chandler,neutral,neutral,257,3,2,6,"Natürlich, da sind wir oft zu Gast.","Конечно, нас там любят.",Nasza stara knajpa.,0 days 00:11:49.375000,0 days 00:11:51.126000,dia257_utt3.mp4,dia257_utt3,0.513400197,"<high_arousal> Oh, sure, they love us over there."
2551,Ben! Ben! Ben!,Joey,joy,positive,257,4,2,6,Ben!,Бен!,Ben! Ben! Ben!,0 days 00:11:58.178000,0 days 00:12:01.594000,dia257_utt4.mp4,dia257_utt4,0.6997362375,<high_arousal> Ben! Ben! Ben!
2552,"But we haven't seen each other since then. Well I land in China, guess who's in charge of the dig.",Ross,surprise,positive,265,0,2,1,Und seitdem haben wir uns beide nicht mehr gesehen. Ich fliege nach China und wer hat dort die Ausgrabungsarbeiten geleitet?,"С тех пор мы не виделись. И вот я приземляюсь в Китае и угадайте, кто руководит раскопками?",Ale nie widzieliśmy się od tamtego czasu. Wylądowałem w Chinach... i zgadnijcie kto kierował wykopaliskami?,0 days 00:04:30.228000,0 days 00:04:36.942000,dia265_utt0.mp4,dia265_utt0,0.852976799,"<high_arousal> But we haven't seen each other since then. Well I land in China, guess who's in charge of the dig."
2633,"Julie! Julie, isn't that great? I mean, isn't that just kick- you-in-the-crotch, spit-on-your-neck fantastic?",Rachel,joy,positive,265,1,2,1,,,Julie. Czy to nie cudowne? Jak kopniak w krocze albo szarpanie za włosy - fantastyczne.,0 days 00:04:38.611000,0 days 00:04:45.200000,dia265_utt1.mp4,dia265_utt1,0.5291827321,"<high_arousal> Julie! Julie, isn't that great? I mean, isn't that just kick- you-in-the-crotch, spit-on-your-neck fantastic?"
2634,Fine.,Ross,neutral,neutral,275,0,2,5,Ich auch!,Хорошо.,Masz rację.,0 days 00:15:02.151000,0 days 00:15:02.986000,dia275_utt0.mp4,dia275_utt0,0.8500635028,<high_arousal> Fine.
2725,Fine.,Joey,neutral,neutral,275,1,2,5,Ich auch!,Хорошо.,Zgoda.,0 days 00:15:02.986000,0 days 00:15:05.803000,dia275_utt1.mp4,dia275_utt1,0.8571060896,<high_arousal> Fine.
2726,Fine.,Rachel,neutral,neutral,275,2,2,5,Ich auch!,Ладно.,Dobrze.,0 days 00:15:05.946000,0 days 00:15:06.718000,dia275_utt2.mp4,dia275_utt2,0.7467922568,<high_arousal> Fine.
2728,All right. We're gonna go. It's not for another six hours. We're gonna go then.,Monica,neutral,neutral,275,3,2,5,"Fantastisch. Also, wir gehen hin. Aber es fängt erst in sechs Stunden an. So lang werd ich noch hier bleiben.",Ладно. Мы пойдем! Но у нас еще шесть часов. Так что не прямо сейчас.,My pójdziemy. Koncert jest wieczorem. Wtedy pójdziemy.,0 days 00:15:06.718000,0 days 00:15:19.131000,dia275_utt3.mp4,dia275_utt3,0.7900022864,<high_arousal> All right. We're gonna go. It's not for another six hours. We're gonna go then.
2729,I don’t have time for this.,Phoebe,anger,negative,303,0,2,5,,,"Dobra, o co chodzi?",0 days 00:11:10.795000,0 days 00:11:12.921000,dia303_utt0.mp4,dia303_utt0,0.8713991642,<high_arousal> I don’t have time for this.
3033,"No, that is what the game is.",Monica,neutral,neutral,303,1,2,5,,,Nie chcę w to teraz wchodzić.,0 days 00:11:13.089000,0 days 00:11:16.758000,dia303_utt1.mp4,dia303_utt1,0.566826582,"<high_arousal> No, that is what the game is."
3034,Let me see that.,Chandler,neutral,neutral,340,0,2,14,,,Pokaż.,0 days 00:07:21.762000,0 days 00:07:23.431000,dia340_utt0.mp4,dia340_utt0,0.5482122302,<high_arousal> Let me see that.
3426,Bijan for men? Bijan for men? Bijan for men?,Joey,neutral,neutral,353,0,2,2,Eine Duftprobe?,«Бижан» для мужчин? «Бижан» для мужчин? «Бижан» для мужчин?,Bijan dla mężczyzn? Bijan dla mężczyzn? Bijan dla mężczyzn?,0 days 00:04:25.306000,0 days 00:04:31.228000,dia353_utt0.mp4,dia353_utt0,0.6086037159,<high_arousal> Bijan for men? Bijan for men? Bijan for men?
3539,"Hey, Joey. So did you hear about the new guy?",Annabelle,neutral,neutral,353,1,2,2,"Hallo, Joey. Hast du schon von dem Neuen gehört?","Привет, Джоуи. Слышал о новом парне?","Cześć, Joey. Słyszałeś o nowym gościu?",0 days 00:04:32.939000,0 days 00:04:37.109000,dia353_utt1.mp4,dia353_utt1,0.6394110918,"<high_arousal> Hey, Joey. So did you hear about the new guy?"
3540,I could have birds.,Mr. Heckles,neutral,neutral,354,0,2,3,Ich könnte aber welche haben.,А могли бы быть.,Ale mógłbym mieć.,0 days 00:02:26.312000,0 days 00:02:28.856000,dia354_utt0.mp4,dia354_utt0,0.5474962592,<high_arousal> I could have birds.
3541,"Okay, Mr. Heckles, we'll try to keep it down.",Monica,neutral,neutral,354,1,2,3,"Na gut, wir werden versuchen, keinen Krach zu machen.",Мы постараемся быть потише.,Postaramy się być cicho.,0 days 00:02:32.277000,0 days 00:02:38.448000,dia354_utt1.mp4,dia354_utt1,0.7015424371,"<high_arousal> Okay, Mr. Heckles, we'll try to keep it down."
3542,Thank you. I'm going to rejoin my dinner party.,Mr. Heckles,neutral,neutral,354,2,2,3,Danke sehr. Ich muss mich jetzt wieder um meine Gäste kümmern.,Спасибо. Я собираюсь вернуться к моему ужину.,Dziękuję. Wrócę do przerwanego obiadu.,0 days 00:02:34.445000,0 days 00:02:38.448000,dia354_utt2.mp4,dia354_utt2,0.6949592829,<high_arousal> Thank you. I'm going to rejoin my dinner party.
3543,"All right, bye-bye.",Rachel,neutral,neutral,354,3,2,3,Schönen Abend noch!,"Ладно, пока-пока.","Do widzenia. Pa, pa.",0 days 00:02:39.284000,0 days 00:02:41.160000,dia354_utt3.mp4,dia354_utt3,0.7918882966,"<high_arousal> All right, bye-bye."
3544,"Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.",Chandler,neutral,neutral,354,4,2,3,"Ok, Janice. Bei Janice war ich wirklich nicht besonders anspruchsvoll.",Дженис же подходит. Я тогда не придирался.,A więc Janice. Znacie Janice. To nie było wybrzydzanie.,0 days 00:02:42.704000,0 days 00:02:46.832000,dia354_utt4.mp4,dia354_utt4,0.7843582034,"<high_arousal> Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky."
3545,We'll give you Janice.,Ross,neutral,neutral,354,5,2,3,Janice erkennen wir an.,"Ладно, Дженис подходит.",Znamy Janice.,0 days 00:02:43.955000,0 days 00:02:46.832000,dia354_utt5.mp4,dia354_utt5,0.8083500862,<high_arousal> We'll give you Janice.
3546,"I miss Janice though. ""Hello, Chandler Bing.""",Phoebe,neutral,neutral,354,6,2,3,"Ich vermisse Janice. ""Hallo, Chandler Bing!""","Я скучаю по Дженис. Приветики, Чендлер Бинг!","Czasem mi jej brakuje. ""Cześć, Chandlerku!""",0 days 00:02:48.459000,0 days 00:02:52.671000,dia354_utt6.mp4,dia354_utt6,0.7745729685,"<high_arousal> I miss Janice though. ""Hello, Chandler Bing."""
3547,"""Oh, my, god.""",Rachel,surprise,positive,354,7,2,3,"Oh, mein Gott!",О боже мой!,"""Mój Boże!""",0 days 00:02:54.924000,0 days 00:02:58.594000,dia354_utt7.mp4,dia354_utt7,0.7799146175,"<high_arousal> ""Oh, my, god."""
3548,"""Oh, Chandler, now, now, that's it. There, faster!""",Joey,joy,positive,354,8,2,3,"Oh, Chandler! Jetzt! Ja! Weiter so. Ja! Und schneller!","О, Чендлер! Сейчас! Вот так. Там! Быстрее!","""Chandler. . . Teraz! Już! Tak. Szybciej! Szybciej!""",0 days 00:03:00.680000,0 days 00:03:08.729000,dia354_utt8.mp4,dia354_utt8,0.84116745,"<high_arousal> ""Oh, Chandler, now, now, that's it. There, faster!"""
3549,"Stop with the broom, we're not making noise.",Monica,neutral,neutral,354,9,2,3,Ach. Schluss mit der Klopferei! Wir sind doch überhaupt nicht laut!,Перестаньте стучать метлой! Мы не шумим!,Proszę odłożyć szczotkę! Nie hałasujemy!,0 days 00:03:16.446000,0 days 00:03:20.365000,dia354_utt9.mp4,dia354_utt9,0.9506246448,"<high_arousal> Stop with the broom, we're not making noise."
3550,We won. We won!,Rachel,joy,positive,354,10,2,3,Gewonnen. Gewonnen!,Мы победили.,Wygraliśmy. Udało się!,0 days 00:03:30.418000,0 days 00:03:31.585000,dia354_utt10.mp4,dia354_utt10,0.5577468872,<high_arousal> We won. We won!
3551,Mr. Heckles.,Monica,neutral,neutral,354,11,2,3,Mr. Heckles!,Мистер Хеклс!,Pan Heckles!,0 days 00:03:36.633000,0 days 00:03:38.091000,dia354_utt11.mp4,dia354_utt11,0.6306434274,<high_arousal> Mr. Heckles.
3552,How did this happen?,Rachel,neutral,neutral,354,12,2,3,Wie ist das passiert?,Как это произошло?,Jak to się stało?,0 days 00:03:42.388000,0 days 00:03:44.806000,dia354_utt12.mp4,dia354_utt12,0.5863881111,<high_arousal> How did this happen?
3553,He musta been sweeping. They found a broom in his hand.,Mr. Treeger,neutral,neutral,354,13,2,3,Er muss gefegt haben. Er hatte noch den Besen in der Hand.,Он подметал. В руке у него была метла.,Zamiatał. Trzymał w ręku szczotkę.,0 days 00:03:45.058000,0 days 00:03:52.064000,dia354_utt13.mp4,dia354_utt13,0.7100795507,<high_arousal> He musta been sweeping. They found a broom in his hand.
3554,That's terrible.,Monica,anger,negative,354,14,2,3,Oh je.,Это ужасно.,Okropne.,0 days 00:03:50.563000,0 days 00:03:52.064000,dia354_utt14.mp4,dia354_utt14,0.4885049164,<low_arousal> That's terrible.
3555,I know. I was sweeping yesterday. It coulda been me.,Mr. Treeger,neutral,neutral,354,15,2,3,Das ist ja furchtbar. Denn gestern hab ich gefegt. Es hätte auch mich treffen können.,Знаю. Я вчера подметал. Я мог оказаться на его месте.,Wiem. Sam wczoraj zamiatałem. To mogłem być ja.,0 days 00:03:52.523000,0 days 00:04:00.197000,dia354_utt15.mp4,dia354_utt15,0.6971546412,<high_arousal> I know. I was sweeping yesterday. It coulda been me.
3556,"Sure, you coulda. You never know.",Ross,neutral,neutral,354,16,2,3,Ja. Sie hatten Glück.,Да уж. Никогда не знаешь.,Nigdy nie wiadomo.,0 days 00:03:58.112000,0 days 00:04:00.114000,dia354_utt16.mp4,dia354_utt16,0.6763342619,"<high_arousal> Sure, you coulda. You never know."
3557,You never know.,Mr. Treeger,neutral,neutral,354,17,2,3,Irgendeinen trifft's immer.,Точно.,Nigdy.,0 days 00:04:00.114000,0 days 00:04:00.256000,dia354_utt17.mp4,dia354_utt17,0.3245569468,<low_arousal> You never know.
3558,You know what? I'm not gonna be able to enjoy this.,Monica,sadness,negative,360,0,2,5,"Wisst ihr, die drei fehlen mir irgendwie.",Знаете что? Я не смогу получить удовольствие.,Wiecie co? W ogóle mnie to nie ucieszy.,0 days 00:17:29.131000,0 days 00:17:32.091000,dia360_utt0.mp4,dia360_utt0,0.4907325506,<low_arousal> You know what? I'm not gonna be able to enjoy this.
3618,"Yeah, I know, it's my birthday. We all should be here.",Ross,sadness,negative,360,1,2,5,"Ja, sonst hab ich meinen Geburtstag immer mit allen zusammen gefeiert.",Это точно. Это мой день рождения. Мы все должны быть здесь вместе.,"Tak, to moje urodziny. Wszyscy powinni tu być.",0 days 00:17:32.301000,0 days 00:17:35.595000,dia360_utt1.mp4,dia360_utt1,0.4407388568,"<low_arousal> Yeah, I know, it's my birthday. We all should be here."
3619,"So, let's go.",Chandler,neutral,neutral,360,2,2,5,Gehen wir.,Пошли.,A więc chodźmy.,0 days 00:17:36.305000,0 days 00:17:37.805000,dia360_utt2.mp4,dia360_utt2,0.611230731,"<high_arousal> So, let's go."
3620,"Well maybe, you know, maybe we should stay for one song.",Ross,neutral,neutral,360,3,2,5,Wir sollten lieber noch einen Song abwarten.,"Ну, можно остаться на одну песню.",Może zostaniemy na jeden numer.,0 days 00:17:44.354000,0 days 00:17:46.689000,dia360_utt3.mp4,dia360_utt3,0.7885192633,"<high_arousal> Well maybe, you know, maybe we should stay for one song."
3621,"Yeah, I mean, it would be rude to them for us to leave now.",Chandler,neutral,neutral,360,4,2,5,"Es wär der Band gegenüber unhöflich, schon wieder zu gehen.",Будет грубо уйти прямо сейчас.,Nieuprzejmie byłoby teraz wyjść.,0 days 00:17:46.940000,0 days 00:17:49.776000,dia360_utt4.mp4,dia360_utt4,0.7450639009,"<high_arousal> Yeah, I mean, it would be rude to them for us to leave now."
3622,"You know, the guys are probably having a great time.",Monica,neutral,neutral,360,5,2,5,Unsere drei Freunde machen sich bestimmt 'nen schönen Abend.,Ребята там наверняка веселятся.,A oni pewnie świetnie się bawią.,0 days 00:17:49.985000,0 days 00:17:51.986000,dia360_utt5.mp4,dia360_utt5,0.8383929729,"<high_arousal> You know, the guys are probably having a great time."
3623,Ok.,Carol,neutral,neutral,364,0,2,23,O.k.,Хорошо.,Okej.,0 days 00:10:31.442000,0 days 00:10:32.839000,dia364_utt0.mp4,dia364_utt0,0.9352235794,<high_arousal> Ok.
3651,More than jewelry.,Rachel,neutral,neutral,417,0,2,4,Mehr als gold'ne Ringe.,"Больше, чем драгоценностей.",Bardziej niż biżuterii.,0 days 00:09:34.615000,0 days 00:09:36.324000,dia417_utt0.mp4,dia417_utt0,0.4550214112,<low_arousal> More than jewelry.
4079,Is she in there?,Phoebe,neutral,neutral,432,0,2,24,,,Czy ona tam jest?,0 days 00:17:12.936000,0 days 00:17:14.188000,dia432_utt0.mp4,dia432_utt0,0.4132573903,<low_arousal> Is she in there?
4231,So.,Julie,neutral,neutral,455,0,2,2,,,No.,0 days 00:19:20.784000,0 days 00:19:21.206000,dia455_utt0.mp4,dia455_utt0,0.7687631845,<high_arousal> So.
4457,So.,Rachel,neutral,neutral,455,1,2,2,,,No.,0 days 00:19:21.206000,0 days 00:19:23.132000,dia455_utt1.mp4,dia455_utt1,0.8147618771,<high_arousal> So.
4458,I just thought the two of us should hang out for a bit.,Rachel,neutral,neutral,455,2,2,2,"Ich dachte, dass wir zwei uns mal unterhalten müssen.","Я просто подумала, почему бы нам не пообщаться.","Myślałem, że moglibyśmy spędzić trochę czasu we dwoje.",0 days 00:19:59.823000,0 days 00:20:02.241000,dia455_utt2.mp4,dia455_utt2,0.4321190119,<low_arousal> I just thought the two of us should hang out for a bit.
4459,"I mean, you know, we've never really talked.",Rachel,neutral,neutral,455,3,2,2,Wir haben noch nie miteinander geredet.,"В смысле, знаешь, мы особо никогда и не общались.","No wiesz, tak naprawdę nigdy ze sobą nie rozmawialiśmy.",0 days 00:20:02.409000,0 days 00:20:05.203000,dia455_utt3.mp4,dia455_utt3,0.4563917816,"<low_arousal> I mean, you know, we've never really talked."
4460,"I guess you'd know that, being one of the two of us, though, right?",Rachel,neutral,neutral,455,4,2,2,"Ich denke, du siehst das genauso. Ich meine, so unter Frauen.","Думаю, ты знаешь, учитывая, что ты одна из нас двоих.","Przypuszczam, że wiesz o tym, bo jesteś jednym z nas dwojga, co nie?",0 days 00:20:05.370000,0 days 00:20:08.623000,dia455_utt4.mp4,dia455_utt4,0.5984845161,"<high_arousal> I guess you'd know that, being one of the two of us, though, right?"
4461,"I know, I probably shouldn't even tell you this, but I'm pretty much totally intimidated by you.",Julie,fear,negative,455,5,2,2,"Ich weiß nicht, ob ich das sagen soll, aber ich habe manchmal ausgesprochen Angst vor dir.","Наверное, не стоит даже говорить тебе это, но я слегка тебя до смерти боюсь.","Wiem, pewnie nawet nie powinienem ci tego mówić, ale tak naprawdę kompletnie się ciebie boję.",0 days 00:20:08.790000,0 days 00:20:17.632000,dia455_utt5.mp4,dia455_utt5,0.4057396948,"<low_arousal> I know, I probably shouldn't even tell you this, but I'm pretty much totally intimidated by you."
4462,Really? Me?,Rachel,surprise,positive,455,6,2,2,Wirklich? Ist das wahr?,В самом деле? Меня?,Naprawdę? Ja?,0 days 00:20:18.675000,0 days 00:20:21.135000,dia455_utt6.mp4,dia455_utt6,0.7882410884,<high_arousal> Really? Me?
4463,"Oh my god, are you kidding?",Julie,surprise,positive,455,7,2,2,"Glaubst du das nicht, Rachel?","Боже мой, ты шутишь?","O rany, serio?",0 days 00:20:21.303000,0 days 00:20:23.179000,dia455_utt7.mp4,dia455_utt7,0.6576670408,"<high_arousal> Oh my god, are you kidding?"
4465,"Ross is so crazy about you, and I really wanted you to like me, and, it's probably me being totally paranoid, but I kinda got the feeling that maybe you don't.",Julie,anger,negative,455,8,2,2,"Ross hat dich wirklich sehr gern und ich wollte, dass du mich magst. Wahrscheinlich bin ich schon paranoid aber ich werd das Gefühl nicht los, dass du mich nicht magst.","Росс настолько без ума от тебя и я очень хотела понравиться тебе, и я, вероятно, я еще тот параноик, но у меня было такое чувство, что я тебе не понравилась.","Ross tak za tobą szaleje, a ja chciałam, żebyś mnie lubiła, ale chyba wpadam w kompletną paranoję, ale sądzę, że wcale mnie nie lubisz.",0 days 00:20:23.347000,0 days 00:20:31.604000,dia455_utt8.mp4,dia455_utt8,0.4526330531,"<low_arousal> Ross is so crazy about you, and I really wanted you to like me, and, it's probably me being totally paranoid, but I kinda got the feeling that maybe you don't."
4466,"Well, you're not totally paranoid.",Rachel,neutral,neutral,455,9,2,2,Dieser Gedanke ist gar nicht paranoid.,...ты не совсем параноик.,Nie masz paranoi.,0 days 00:20:42.074000,0 days 00:20:46.494000,dia455_utt9.mp4,dia455_utt9,0.2417852134,"<low_arousal> Well, you're not totally paranoid."
4467,Oy.,Julie,joy,positive,455,10,2,2,,,Oj.,0 days 00:20:47.996000,0 days 00:20:50.414000,dia455_utt10.mp4,dia455_utt10,0.6388933063,<high_arousal> Oy.
